RegionID,RegionName,SizeRank,Index,HistoricAverage_1985thru1999,X2018.03,X2018.06,X2018.09,X2018.12,lat,long,category
394726,"Johnson City, TN",196,Rent Affordability,0.283489532,0.274882175,0.272562905,0.270855182,0.279009303,36.3134397,-82.3534727,Top 300
394565,"Elkhart, IN",197,Rent Affordability,0.219086084,0.212705312,0.199609647,0.198360234,0.211402275,41.6819935,-85.9766671,Top 300
395247,"Yuma, AZ",198,Rent Affordability,0.274402376,0.223681612,0.221654272,0.219903835,0.220124532,32.6926512,-114.6276916,Top 300
394346,"Athens, GA",199,Rent Affordability,0.334529938,0.299214582,0.297328055,0.295465168,0.30611497,33.9519347,-83.357567,Top 300
395118,"St. Cloud, MN",200,Rent Affordability,0.32857249,0.240839239,0.241701691,0.240695879,0.241362729,45.5579451,-94.1632404,Top 300
394960,"Panama City, FL",201,Rent Affordability,0.286824083,0.292612428,0.291446362,0.289620326,0.300330814,30.1588129,-85.6602058,Top 300
394748,"Kingston, NY",202,Rent Affordability,0.264657712,0.30997623,0.307744373,0.30337359,0.30806688,41.9270367,-73.9973608,Top 300
394623,"Gainesville, GA",203,Rent Affordability,0.221944427,0.245125977,0.243208028,0.24260951,0.248087297,34.2978794,-83.8240663,Top 300
395202,"Warner Robins, GA",204,Rent Affordability,0.214207689,0.215246601,0.214105755,0.212764291,0.215924614,32.6130007,-83.624201,Top 300
394392,"Blacksburg, VA",205,Rent Affordability,0.379432855,0.258765819,0.257811582,0.255747603,0.258391132,37.2295733,-80.4139393,Top 300
394716,"Jacksonville, NC",206,Rent Affordability,0.202563178,0.207620559,0.207950778,0.206880589,0.208830141,34.7540524,-77.4302414,Top 300
395018,"Redding, CA",207,Rent Affordability,0.42515292,0.292701324,0.294544682,0.29265444,0.301820201,40.5865396,-122.3916754,Top 300
394729,"Joplin, MO",208,Rent Affordability,0.263395837,0.191355232,0.189247016,0.187641946,0.185121416,37.0842271,-94.513281,Top 300
395151,"Terre Haute, IN",209,Rent Affordability,0.241988082,0.20251034,0.201034997,0.199580994,0.199741555,39.4667034,-87.4139092,Top 300
394896,"Muskegon, MI",210,Rent Affordability,0.273786581,0.20465431,0.204347282,0.205220069,0.222183992,43.2341813,-86.2483921,Top 300
395102,"Sioux City, IA",211,Rent Affordability,0.244199259,0.213162489,0.212221719,0.210889391,0.209576197,42.4963416,-96.4049408,Top 300
394651,"Greenville, NC",212,Rent Affordability,0.257021691,0.258393743,0.25216582,0.25083978,0.259622477,35.612661,-77.3663538,Top 300
395210,"Waterloo, IA",213,Rent Affordability,0.255106833,0.236770543,0.230083029,0.224388012,0.231447712,42.492786,-92.3425775,Top 300
395246,"Yuba City, CA",214,Rent Affordability,0.479171532,0.282328899,0.280472459,0.278257525,0.28319567,39.1404477,-121.6169108,Top 300
394299,"Abilene, TX",215,Rent Affordability,0.262768911,0.229832307,0.228611385,0.226952312,0.233425199,32.4487364,-99.7331439,Top 300
394485,"Columbia, MO",216,Rent Affordability,0.222053139,0.260062934,0.256560494,0.25128451,0.252875951,38.9517053,-92.3340724,Top 300
394539,"Dover, DE",217,Rent Affordability,0.246584115,0.256702079,0.254472368,0.25287799,0.254321523,39.158168,-75.5243682,Top 300
394555,"Eau Claire, WI",218,Rent Affordability,0.219635031,0.231705985,0.222483233,0.216510646,0.223413919,44.811349,-91.4984941,Top 300
394720,"Janesville, WI",219,Rent Affordability,0.170492226,0.181421806,0.168514712,0.165413836,0.178759336,42.6827885,-89.0187222,Top 300
394710,"Jackson, MI",220,Rent Affordability,0.287468957,0.228707433,0.236018933,0.23736101,0.233095119,42.245869,-84.4013462,Top 300
394393,"Bloomington, IN",221,Rent Affordability,0.303440214,0.28535828,0.283279366,0.281230524,0.283402766,39.165325,-86.5263857,Top 300
395007,"Pueblo, CO",222,Rent Affordability,0.35908457,0.310485441,0.298507368,0.29615001,0.299444171,38.2544472,-104.6091409,Top 300
394386,"Billings, MT",223,Rent Affordability,0.250432142,0.25614058,0.251662321,0.248666525,0.250920166,45.7832856,-108.5006904,Top 300
394406,"Bowling Green, KY",224,Rent Affordability,0.26787324,0.264483853,0.251029692,0.248958468,0.265734894,36.9685219,-86.4808043,Top 300
394380,"Bend, OR",225,Rent Affordability,0.211072844,0.293154088,0.290299704,0.287145898,0.293441202,44.0581728,-121.3153096,Top 300
394306,"Albany, GA",226,Rent Affordability,0.300528381,0.251431017,0.245307965,0.242975236,0.246734475,31.5785074,-84.155741,Top 300
395193,"Vineland, NJ",227,Rent Affordability,0.359620689,0.278664346,0.2820999,0.282176753,0.275266975,39.4863773,-75.0259637,Top 300
395125,"State College, PA",228,Rent Affordability,0.27122984,0.307035176,0.304249939,0.301089889,0.311763853,40.7933949,-77.8600012,Top 300
394314,"Alexandria, LA",229,Rent Affordability,0.328264783,0.320357526,0.322449067,0.320720616,0.323653887,31.3112936,-92.4451371,Top 300
394523,"Decatur, AL",230,Rent Affordability,0.233516383,0.208170847,0.209098688,0.208035963,0.2045282,34.6059253,-86.9833417,Top 300
394662,"Hanford, CA",231,Rent Affordability,0.412719809,0.230503768,0.229866174,0.228446807,0.233138385,36.3274502,-119.6456844,Top 300
394707,"Iowa City, IA",232,Rent Affordability,0.224374686,0.272777576,0.274991576,0.273002676,0.264642729,41.6611277,-91.5301683,Top 300
394873,"Monroe, MI",233,Rent Affordability,0.220217389,0.205914724,0.207190334,0.205691813,0.222584374,41.9164343,-83.3977101,Top 300
395223,"Wichita Falls, TX",234,Rent Affordability,0.284370921,0.236901268,0.235407623,0.233932694,0.232217249,33.9137085,-98.4933873,Top 300
394428,"Burlington, NC",235,Rent Affordability,0.232710334,0.25349148,0.245711805,0.242636641,0.258421834,36.0956918,-79.4377991,Top 300
394814,"Madera, CA",236,Rent Affordability,0.402661421,0.285917708,0.288194637,0.29133898,0.294434049,36.9613356,-120.0607176,Top 300
394723,"Jefferson City, MO",237,Rent Affordability,0.25281928,0.211532387,0.20886596,0.20601466,0.207641083,38.5767017,-92.1735164,Top 300
394563,"Elizabethtown, KY",238,Rent Affordability,0.229969349,0.230681787,0.22543663,0.22158672,0.224831376,37.7030646,-85.8649408,Top 300
394598,"Florence, AL",239,Rent Affordability,0.243828478,0.223858392,0.220665369,0.217006514,0.220933619,34.79981,-87.677251,Top 300
394639,"Grand Junction, CO",240,Rent Affordability,0.31842283,0.26793003,0.265797303,0.263698261,0.275379254,39.0638705,-108.5506486,Top 300
394537,"Dothan, AL",241,Rent Affordability,0.243020507,0.231874297,0.230412346,0.228712597,0.230597329,31.2232313,-85.3904888,Top 300
395066,"Santa Fe, NM",242,Rent Affordability,0.294835608,0.350512148,0.347920992,0.345173406,0.359700016,35.6869752,-105.937799,Top 300
394727,"Johnstown, PA",243,Rent Affordability,0.366418025,0.173496424,0.170292111,0.166397103,0.163304119,40.3267407,-78.9219698,Top 300
394515,"Dalton, GA",244,Rent Affordability,0.256095886,0.314820983,0.31486558,0.310587893,0.312948859,34.7698021,-84.9702228,Top 300
394351,"Auburn, AL",245,Rent Affordability,0.258854655,0.270685785,0.270073431,0.267293861,0.261523019,32.6098566,-85.4807825,Top 300
395182,"Valdosta, GA",246,Rent Affordability,0.315167967,0.275460858,0.274590312,0.272296028,0.282006315,30.8327022,-83.2784851,Top 300
394480,"Coeur d'Alene, ID",247,Rent Affordability,0.235502832,0.280507656,0.278673771,0.276473042,0.281179195,47.6734632,-116.7812225,Top 300
395117,"Springfield, OH",248,Rent Affordability,0.202850087,0.203670951,0.202187152,0.200219848,0.204296903,39.9242266,-83.8088171,Top 300
395119,"St. George, UT",249,Rent Affordability,0.232107441,0.310474775,0.304349478,0.299173881,0.308677573,37.0965278,-113.5684164,Top 300
395013,"Rapid City, SD",250,Rent Affordability,0.203861158,0.264119545,0.260749052,0.25701707,0.263317458,44.0805434,-103.2310149,Top 300
394783,"Lebanon, PA",251,Rent Affordability,0.282970296,0.234450677,0.232078851,0.22954456,0.235861821,40.3666686,-76.5025742,Top 300
394703,"Idaho Falls, ID",252,Rent Affordability,0.185692562,0.24173382,0.237854645,0.235545264,0.243107558,43.5427278,-111.8431068,Top 300
394780,"Lawton, OK",253,Rent Affordability,0.190509797,0.163318123,0.164124775,0.16332457,0.165481257,34.6035669,-98.3959291,Top 300
394588,"Farmington, NM",254,Rent Affordability,0.270238917,0.291000692,0.288160394,0.285624852,0.285191914,36.7280583,-108.2186856,Top 300
394712,"Jackson, TN",255,Rent Affordability,0.229714935,0.2439777,0.242981202,0.240651267,0.242897995,35.6145169,-88.8139469,Top 300
394879,"Morgantown, WV",256,Rent Affordability,0.288922412,0.258779105,0.268059685,0.267794585,0.268469854,39.629526,-79.9558968,Top 300
395232,"Winchester, VA",257,Rent Affordability,0.315860178,0.243785176,0.242788057,0.241266886,0.242786155,39.1856597,-78.1633341,Top 300
395120,"St. Joseph, MO",258,Rent Affordability,0.26603218,0.188211723,0.18232628,0.180260654,0.187123567,39.7674578,-94.846681,Top 300
394321,"Altoona, PA",259,Rent Affordability,0.332658039,0.206902883,0.210521296,0.209782813,0.211813843,40.5186809,-78.3947359,Top 300
394800,"Logan, ID",260,Rent Affordability,0.313858638,0.260232527,0.254587909,0.250583357,0.240926157,41.7369803,-111.8338359,Top 300
394668,"Harrisonburg, VA",261,Rent Affordability,0.329827407,0.278255459,0.271275113,0.269103348,0.283614218,38.4495688,-78.8689155,Top 300
394635,"Goldsboro, NC",262,Rent Affordability,0.276860804,0.238492673,0.235933363,0.233930632,0.248632595,35.3848841,-77.9927651,Top 300
394728,"Jonesboro, AR",263,Rent Affordability,0.244689444,0.231269566,0.233321785,0.232557598,0.22972294,35.8422967,-90.704279,Top 300
394333,"Anniston, AL",264,Rent Affordability,0.224741973,0.185567534,0.185386271,0.185944178,0.187959758,33.6598257,-85.8316318,Top 300
394890,"Mount Vernon, WA",265,Rent Affordability,0.267543344,0.290930904,0.292107105,0.29239862,0.291654378,48.4201105,-122.3374543,Top 300
395225,"Williamsport, PA",266,Rent Affordability,0.359489422,0.228680541,0.226070047,0.223273472,0.23622587,41.2411897,-77.0010786,Top 300
394474,"Cleveland, TN",267,Rent Affordability,0.234567409,0.253344171,0.245540078,0.242521371,0.243463127,35.1595182,-84.8766115,Top 300
395089,"Sheboygan, WI",268,Rent Affordability,0.187242881,0.220095565,0.216689698,0.214327195,0.215156886,43.7508284,-87.71453,Top 300
394390,"Bismarck, ND",269,Rent Affordability,0.242557042,0.233676025,0.231795464,0.229765226,0.243920122,46.8083268,-100.7837392,Top 300
394949,"Owensboro, KY",270,Rent Affordability,0.234918644,0.233641357,0.229966458,0.227066946,0.236041875,37.7719074,-87.1111676,Top 300
394880,"Morristown, TN",271,Rent Affordability,0.282677507,0.25896146,0.257849108,0.256492134,0.263631432,36.2139814,-83.2948922,Top 300
394734,"Kankakee, IL",272,Rent Affordability,0.352004785,0.224948754,0.215200367,0.211091182,0.216593749,41.1200325,-87.8611531,Top 300
394423,"Brunswick, GA",273,Rent Affordability,0.320091734,0.325607142,0.329008766,0.325469101,0.329808611,31.1499528,-81.4914894,Top 300
394857,"Michigan City, IN",274,Rent Affordability,0.278840802,0.227917106,0.219273436,0.217225341,0.211306325,41.7075394,-86.8950297,Top 300
395218,"Wenatchee, WA",275,Rent Affordability,0.373970193,0.304651568,0.302226537,0.299839808,0.306177742,47.4234599,-120.3103494,Top 300
394778,"Lawrence, KS",276,Rent Affordability,0.250620344,0.279388632,0.276087719,0.271787606,0.272538512,38.9716689,-95.2352501,Top 300
394524,"Decatur, IL",277,Rent Affordability,0.351333848,0.214630834,0.209731064,0.207330967,0.209349624,39.8403147,-88.9548001,Top 300
394867,"Missoula, MT",278,Rent Affordability,0.24991443,0.291864646,0.287228433,0.28642041,0.290385467,46.8721284,-113.9940314,Top 300
394369,"Bay City, MI",279,Rent Affordability,0.308710427,0.230761599,0.225103346,0.223475267,0.215337278,43.5944677,-83.8888647,Top 300
394788,"Lewiston, ME",280,Rent Affordability,0.252848857,0.299216328,0.29989145,0.298127602,0.3096354,44.100351,-70.2147764,Top 300
395139,"Sumter, SC",281,Rent Affordability,0.241381426,0.213478151,0.215206566,0.213858205,0.214550698,33.9204354,-80.3414693,Top 300
394794,"Lima, OH",282,Rent Affordability,0.20650566,0.192091182,0.192959186,0.1920138,0.198904062,40.742551,-84.1052256,Top 300
394620,"Gadsden, AL",283,Rent Affordability,0.244233537,0.241721613,0.241620546,0.240106691,0.245356893,34.014264,-86.0066386,Top 300
394804,"Longview, WA",284,Rent Affordability,0.30866478,0.325316076,0.321040671,0.317071731,0.323832983,46.1381676,-122.9381672,Top 300
394980,"Pine Bluff, AR",285,Rent Affordability,0.222944456,0.221215462,0.21893553,0.217270593,0.217666098,34.2284312,-92.0031955,Top 300
394637,"Grand Forks, ND",286,Rent Affordability,0.271132148,0.289636294,0.290960827,0.289830649,0.287749476,47.9252568,-97.0328547,Top 300
394580,"Fairbanks, AK",287,Rent Affordability,0.233508759,0.254309103,0.249696481,0.247422487,0.250579377,64.8377778,-147.7163888,Top 300
394823,"Mankato, MN",288,Rent Affordability,0.30701726,0.245325847,0.238033811,0.235181531,0.245279669,44.1635775,-93.9993996,Top 300
395038,"Rome, GA",289,Rent Affordability,0.27262926,0.243520009,0.234574332,0.227772165,0.256130736,34.257038,-85.1646726,Top 300
394441,"Cape Girardeau, MO",290,Rent Affordability,0.217715578,0.221089967,0.219969175,0.218378229,0.219465935,37.3058839,-89.5181476,Top 300
394542,"Dubuque, IA",291,Rent Affordability,0.253977095,0.221563721,0.218806973,0.215901046,0.208532109,42.5005583,-90.6645718,Top 300
394821,"Manhattan, KS",292,Rent Affordability,0.240007275,0.289611307,0.287037322,0.282657652,0.276282484,39.1836082,-96.5716694,Top 300
394964,"Parkersburg, WV",293,Rent Affordability,0.238053105,0.230281009,0.228829103,0.22766418,0.233458761,39.2667418,-81.5615135,Top 300
394325,"Ames, IA",294,Rent Affordability,0.246397311,0.242869218,0.243943007,0.241425976,0.231845865,42.0307812,-93.6319131,Top 300
394988,"Pocatello, ID",295,Rent Affordability,0.211716372,0.212899325,0.209207961,0.206675407,0.203745786,42.8621042,-112.4506191,Top 300
394755,"Kokomo, IN",296,Rent Affordability,0.203046801,0.198315817,0.193550315,0.191444011,0.189367955,40.486427,-86.1336033,Top 300
394644,"Great Falls, MT",297,Rent Affordability,0.28084986,0.292285736,0.288488508,0.286453439,0.291688181,47.5052849,-111.3007715,Top 300
394682,"Hinesville, GA",298,Rent Affordability,0.243295325,0.242494454,0.246157749,0.24273922,0.238430981,31.846877,-81.5959453,Top 300
394489,"Columbus, IN",299,Rent Affordability,0.191263037,0.231399918,0.224596712,0.22316046,0.221371212,39.2014404,-85.9213796,Top 300
394445,"Casper, WY",300,Rent Affordability,0.163912929,0.208185713,0.195033456,0.18988188,0.20574371,42.8500769,-106.3251749,Top 300
394787,"Lewiston, ID",301,Rent Affordability,0.300040423,0.270403544,0.273340478,0.271392248,0.26968328,46.4004089,-117.001189,Top 300
394444,"Carson City, NV",302,Rent Affordability,0.281372222,0.319538862,0.316995328,0.314491967,0.333216287,39.1637984,-119.7674034,Top 300
